#    time               <x>               <y>             var_x             var_y             var_r            <mv_x>            <mv_y>           var_mvx           var_mvy            var_mv                        E                     E-E0              <Px>            var_Px            var_Py             var_P               err
 7.037168  -7.298044687e-01   6.835362953e-01   6.072743296e-01   3.236379904e-01   9.309123200e-01   6.835362953e-01   7.295412809e-01   4.625973468e-01   4.434142451e-01   9.060115918e-01   9.5273151831085001e-01   3.1086244689504383e-15  -6.853796485e-16   3.018983425e-01   4.434142451e-01   7.453125876e-01  -3.619327060e-14
 7.068583  -7.079777056e-01   7.061145765e-01   6.299673617e-01   3.273309394e-01   9.572983011e-01   7.061145765e-01   7.077187566e-01   4.531173269e-01   4.528830613e-01   9.060003882e-01   9.5273151831079872e-01  -4.8183679268731794e-14  -1.059358373e-15   3.018983425e-01   4.528830613e-01   7.547814038e-01  -6.505906924e-14
 7.099999  -6.854526254e-01   7.279962582e-01   6.530823529e-01   3.314445907e-01   9.845269437e-01   7.279962582e-01   6.851980165e-01   4.436361437e-01   4.623530923e-01   9.059892360e-01   9.5273151831078384e-01  -6.3060667798708891e-14  -5.395350649e-16   3.018983425e-01   4.623530923e-01   7.642514348e-01  -5.395683900e-14
 7.131415  -6.622514497e-01   7.491597524e-01   6.765684511e-01   3.360029548e-01   1.012571406e+00   7.491597524e-01   6.620012761e-01   4.341912073e-01   4.717869721e-01   9.059781794e-01   9.5273151831079084e-01  -5.6066262743570405e-14  -2.879863791e-16   3.018983425e-01   4.717869721e-01   7.736853146e-01  -6.938893904e-14
 7.162831  -6.383970669e-01   7.695841797e-01   7.003745442e-01   3.410294968e-01   1.041404041e+00   7.695841797e-01   6.381514178e-01   4.248197867e-01   4.811474748e-01   9.059672615e-01   9.5273151831077352e-01  -7.3385741927722847e-14  -6.366726755e-16   3.018983425e-01   4.811474748e-01   7.830458173e-01  -7.649436640e-14
 7.194247  -6.139130102e-01   7.892493897e-01   7.244494206e-01   3.465470034e-01   1.070996424e+00   7.892493897e-01   6.136719689e-01   4.155588630e-01   4.903976616e-01   9.059565245e-01   9.5273151831077607e-01  -7.0832228971084987e-14   7.230575375e-16   3.018983425e-01   4.903976616e-01   7.922960040e-01  -1.001421168e-13
 7.225663  -5.888234339e-01   8.081359809e-01   7.487419296e-01   3.525774504e-01   1.101319380e+00   8.081359809e-01   5.885870778e-01   4.064449830e-01   4.995010263e-01   9.059460093e-01   9.5273151831075520e-01  -9.1704421834037930e-14   3.504782601e-16   3.018983425e-01   4.995010263e-01   8.013993688e-01  -8.903988657e-14
 7.257079  -5.631530894e-01   8.262253201e-01   7.732011397e-01   3.591418731e-01   1.132343013e+00   8.262253201e-01   5.629214909e-01   3.975141152e-01   5.084216401e-01   9.059357553e-01   9.5273151831076164e-01  -8.5265128291212022e-14  -1.911937587e-15   3.018983425e-01   5.084216401e-01   8.103199825e-01  -9.414691249e-14
 7.288495  -5.369273016e-01   8.434995604e-01   7.977764951e-01   3.662602387e-01   1.164036734e+00   8.434995604e-01   5.367005273e-01   3.888015078e-01   5.171242927e-01   9.059258005e-01   9.5273151831075620e-01  -9.0705221111875289e-14   2.210903371e-16   3.018983425e-01   5.171242927e-01   8.190226352e-01  -1.225686219e-13
 7.319911  -5.101719430e-01   8.599416590e-01   8.224179700e-01   3.739513218e-01   1.196369292e+00   8.599416590e-01   5.099500548e-01   3.803415491e-01   5.255746324e-01   9.059161815e-01   9.5273151831074088e-01  -1.0602629885170245e-13  -1.194539751e-15   3.018983425e-01   5.255746324e-01   8.274729749e-01  -1.011413175e-13
 7.351327  -4.829134087e-01   8.755353940e-01   8.470762197e-01   3.822325847e-01   1.229308804e+00   8.755353940e-01   4.826964635e-01   3.721676320e-01   5.337393010e-01   9.059069329e-01   9.5273151831074054e-01  -1.0635936575909000e-13  -1.690065199e-15   3.018983425e-01   5.337393010e-01   8.356376435e-01  -1.428857033e-13
 7.382743  -4.551785904e-01   8.902653808e-01   8.717027281e-01   3.911200605e-01   1.262822789e+00   8.902653808e-01   4.549666405e-01   3.643120218e-01   5.415860661e-01   9.058980879e-01   9.5273151831072789e-01  -1.1901590823981678e-13   8.303891508e-16   3.018983425e-01   5.415860661e-01   8.434844086e-01  -1.427746810e-13
 7.414159  -4.269948494e-01   9.041170864e-01   8.962499511e-01   4.006282416e-01   1.296878193e+00   9.041170864e-01   4.267879429e-01   3.568057291e-01   5.490839486e-01   9.058896777e-01   9.5273151831072289e-01  -1.2401191185062999e-13  -6.199500740e-16   3.018983425e-01   5.490839486e-01   8.509822911e-01  -1.200151090e-13
 7.445575  -3.983899900e-01   9.170768448e-01   9.206714551e-01   4.107699738e-01   1.331441429e+00   9.170768448e-01   3.981881709e-01   3.496783864e-01   5.562033451e-01   9.058817315e-01   9.5273151831071146e-01  -1.3544720900426910e-13  -8.024344435e-16   3.018983425e-01   5.562033451e-01   8.581016876e-01  -1.388889004e-13
 7.476991  -3.693922322e-01   9.291318695e-01   9.449220504e-01   4.215563556e-01   1.366478406e+00   9.291318695e-01   3.691955406e-01   3.429581318e-01   5.629161450e-01   9.058742768e-01   9.5273151831073510e-01  -1.1179945857975326e-13  -3.304769363e-15   3.018983425e-01   5.629161450e-01   8.648144875e-01  -1.325606291e-13
 7.508406  -3.400301835e-01   9.402702669e-01   9.689579197e-01   4.329966435e-01   1.401954563e+00   9.402702669e-01   3.398386557e-01   3.366714973e-01   5.691958418e-01   9.058673391e-01   9.5273151831069414e-01  -1.5276668818842154e-13  -1.557823817e-15   3.018983425e-01   5.691958418e-01   8.710941843e-01  -1.368904989e-13
 7.539822  -3.103328107e-01   9.504810477e-01   9.927367390e-01   4.450981643e-01   1.437834903e+00   9.504810477e-01   3.101464799e-01   3.308433038e-01   5.750176381e-01   9.058609419e-01   9.5273151831068903e-01  -1.5787371410169726e-13  -1.641889708e-15   3.018983425e-01   5.750176381e-01   8.769159805e-01  -1.669775429e-13
 7.571238  -2.803294115e-01   9.597541378e-01   1.016217794e+00   4.578662346e-01   1.474084028e+00   9.597541378e-01   2.801483077e-01   3.254965631e-01   5.803585434e-01   9.058551065e-01   9.5273151831068836e-01  -1.5853984791647235e-13   2.621919648e-15   3.018983425e-01   5.803585434e-01   8.822568859e-01  -1.664224314e-13
 7.602654  -2.500495856e-01   9.680803881e-01   1.039362086e+00   4.713040868e-01   1.510666173e+00   9.680803881e-01   2.498737358e-01   3.206523869e-01   5.851974657e-01   9.058498526e-01   9.5273151831068537e-01  -1.6153745008296028e-13   4.572479734e-16   3.018983425e-01   5.851974657e-01   8.870958082e-01  -1.733058141e-13
 7.634070  -2.195232055e-01   9.754515837e-01   1.062132438e+00   4.854128034e-01   1.547545241e+00   9.754515837e-01   2.193526338e-01   3.163299030e-01   5.895152945e-01   9.058451974e-01   9.5273151831068270e-01  -1.6420198534206065e-13  -1.873459011e-15   3.018983425e-01   5.895152945e-01   8.914136369e-01  -1.804112415e-13
 7.665486  -1.887803868e-01   9.818604522e-01   1.084493580e+00   5.001912594e-01   1.584684839e+00   9.818604522e-01   1.886151147e-01   3.125461798e-01   5.932949766e-01   9.058411564e-01   9.5273151831066427e-01  -1.8263168755083825e-13  -4.242792255e-17   3.018983425e-01   5.932949766e-01   8.951933191e-01  -1.977307207e-13
 7.696902  -1.578514586e-01   9.873006705e-01   1.106412243e+00   5.156360728e-01   1.622048316e+00   9.873006705e-01   1.576915052e-01   3.093161589e-01   5.965215840e-01   9.058377429e-01   9.5273151831069236e-01  -1.5454304502782179e-13   9.546682760e-16   3.018983425e-01   5.965215840e-01   8.984199265e-01  -1.972866315e-13
 7.728318  -1.267669338e-01   9.917668711e-01   1.127857230e+00   5.317415633e-01   1.659598793e+00   9.917668711e-01   1.266123160e-01   3.066525957e-01   5.991823725e-01   9.058349682e-01   9.5273151831068525e-01  -1.6164847238542279e-13  -2.348876487e-15   3.018983425e-01   5.991823725e-01   9.010807150e-01  -2.213784711e-13
 7.759734  -9.555747865e-02   9.952546476e-01   1.148799487e+00   5.484997205e-01   1.697299207e+00   9.952546476e-01   9.540821092e-02   3.045660087e-01   6.012668327e-01   9.058328414e-01   9.5273151831069358e-01  -1.5332179970073412e-13  -1.146490851e-15   3.018983425e-01   6.012668327e-01   9.031651752e-01  -1.869615573e-13
 7.791150  -6.425388281e-02   9.977605592e-01   1.169212163e+00   5.659001805e-01   1.735112343e+00   9.977605592e-01   6.410997753e-02   3.030646387e-01   6.027667312e-01   9.058313699e-01   9.5273151831069058e-01  -1.5631940186722204e-13   3.256016798e-16   3.018983425e-01   6.027667312e-01   9.046650737e-01  -2.391420395e-13
 7.822566  -3.288702871e-02   9.992821334e-01   1.189070660e+00   5.839302119e-01   1.773000872e+00   9.992821334e-01   3.274849618e-02   3.021544151e-01   6.036761435e-01   9.058305585e-01   9.5273151831068237e-01  -1.6453505224944820e-13   4.963325705e-16   3.018983425e-01   6.036761435e-01   9.055744859e-01  -2.186029135e-13
 7.853982  -1.487861196e-03   9.998178693e-01   1.208352676e+00   6.025747105e-01   1.810927386e+00   9.998178693e-01   1.354709658e-03   3.018389333e-01   6.039914773e-01   9.058304106e-01   9.5273151831067837e-01  -1.6853185513809876e-13   7.434706696e-16   3.018983425e-01   6.039914773e-01   9.058898198e-01  -2.206013150e-13
 7.885398   2.991264297e-02   9.993672384e-01   1.227038236e+00   6.218162041e-01   1.848854440e+00   9.993672384e-01  -3.004040735e-02   3.021194399e-01   6.037114870e-01   9.058309269e-01   9.5273151831067482e-01  -1.7208456881689926e-13   1.190753357e-15   3.018983425e-01   6.037114870e-01   9.056098295e-01  -2.229327833e-13
 7.916813   6.128350575e-02   9.979306855e-01   1.245109717e+00   6.416348660e-01   1.886744583e+00   9.979306855e-01  -6.140587886e-02   3.029948282e-01   6.028372784e-01   9.058321066e-01   9.5273151831065583e-01  -1.9106938253798944e-13   3.104166912e-17   3.018983425e-01   6.028372784e-01   9.047356209e-01  -2.676747712e-13
 7.948229   9.259377833e-02   9.955096283e-01   1.262551862e+00   6.620085378e-01   1.924560400e+00   9.955096283e-01  -9.271075822e-02   3.044616422e-01   6.013723043e-01   9.058339465e-01   9.5273151831045177e-01  -3.9512837446409321e-13   1.590736281e-15   3.018983425e-01   6.013723043e-01   9.032706468e-01  -2.926547893e-13
 7.979645   1.238125717e-01   9.921064556e-01   1.279351784e+00   6.829127621e-01   1.962264546e+00   9.921064556e-01  -1.239241586e-01   3.065140904e-01   5.993223510e-01   9.058364414e-01   9.5273151831046532e-01  -3.8158365356366630e-13   1.016245418e-16   3.018983425e-01   5.993223510e-01   9.012206934e-01  -3.033129303e-13
 8.011061   1.549090871e-01   9.877245253e-01   1.295498963e+00   7.043208234e-01   1.999819786e+00   9.877245253e-01  -1.550152835e-01   3.091440689e-01   5.966955151e-01   9.058395840e-01   9.5273151831040070e-01  -4.4619863359685041e-13  -1.111361281e-15   3.018983425e-01   5.966955151e-01   8.985938576e-01  -3.226308110e-13
 8.042477   1.858526464e-01   9.823681611e-01   1.310985230e+00   7.262037991e-01   2.037189029e+00   9.823681611e-01  -1.859534574e-01   3.123411933e-01   5.935021718e-01   9.058433651e-01   9.5273151831050384e-01  -3.4305891460917337e-13   2.014771183e-15   3.018983425e-01   5.935021718e-01   8.954005143e-01  -3.337330412e-13
 8.073893   2.166127226e-01   9.760426480e-01   1.325804748e+00   7.485306190e-01   2.074335367e+00   9.760426480e-01  -2.167081555e-01   3.160928397e-01   5.897549336e-01   9.058477732e-01   9.5273151831043312e-01  -4.1378012127779584e-13  -1.621060165e-15   3.018983425e-01   5.897549336e-01   8.916532760e-01  -3.295141937e-13
 8.105309   2.471589693e-01   9.687542272e-01   1.339953978e+00   7.712681333e-01   2.111222111e+00   9.687542272e-01  -2.472490345e-01   3.203841949e-01   5.854685999e-01   9.058527949e-01   9.5273151831039238e-01  -4.5452530628153909e-13   9.595634002e-16   3.018983425e-01   5.854685999e-01   8.873669424e-01  -3.453903830e-13
 8.136725   2.774612514e-01   9.605100899e-01   1.353431638e+00   7.943811898e-01   2.147812827e+00   9.605100899e-01  -2.775459621e-01   3.251983152e-01   5.806600993e-01   9.058584145e-01   9.5273151831042691e-01  -4.1999737021569672e-13   4.093739988e-15   3.018983425e-01   5.806600993e-01   8.825584418e-01  -3.832489881e-13
 8.168141   3.074896746e-01   9.513183703e-01   1.366238655e+00   8.178327188e-01   2.184071374e+00   9.513183703e-01  -3.075690470e-01   3.305161927e-01   5.753484218e-01   9.058646145e-01   9.5273151831040492e-01  -4.4197978610327482e-13  -9.038196513e-16   3.018983425e-01   5.753484218e-01   8.772467643e-01  -3.255173908e-13
 8.199557   3.372146145e-01   9.411881374e-01   1.378378111e+00   8.415838260e-01   2.219961937e+00   9.411881374e-01  -3.372886683e-01   3.363168313e-01   5.695545437e-01   9.058713750e-01   9.5273151831043612e-01  -4.1078251911130792e-13  -6.339090490e-16   3.018983425e-01   5.695545437e-01   8.714528861e-01  -3.537170556e-13
 8.230973   3.666067464e-01   9.301293862e-01   1.389855173e+00   8.655938941e-01   2.255449067e+00   9.301293862e-01  -3.666755047e-01   3.425773295e-01   5.633013448e-01   9.058786743e-01   9.5273151831039204e-01  -4.5485837318892663e-13  -1.997326291e-15   3.018983425e-01   5.633013448e-01   8.651996873e-01  -3.690381334e-13
 8.262389   3.956370737e-01   9.181530278e-01   1.400677021e+00   8.898206899e-01   2.290497711e+00   9.181530278e-01  -3.957005637e-01   3.492729709e-01   5.566135177e-01   9.058864885e-01   9.5273151831035385e-01  -4.9305004523603202e-13  -3.212256633e-15   3.018983425e-01   5.566135177e-01   8.585118601e-01  -3.861355680e-13
 8.293805   4.242769571e-01   9.052708785e-01   1.410852773e+00   9.142204802e-01   2.325073253e+00   9.052708785e-01  -4.243352097e-01   3.563773219e-01   5.495174699e-01   9.058947918e-01   9.5273151831034986e-01  -4.9704684812468258e-13  -8.010479285e-16   3.018983425e-01   5.495174699e-01   8.514158124e-01  -3.979039320e-13
 8.325221   4.524981422e-01   8.914956483e-01   1.420393389e+00   9.387481533e-01   2.359141543e+00   8.914956483e-01  -4.525511929e-01   3.638623367e-01   5.420412196e-01   9.059035563e-01   9.5273151831039637e-01  -4.5052850339288852e-13   3.492973371e-15   3.018983425e-01   5.420412196e-01   8.439395620e-01  -3.992361997e-13
 8.356636   4.802727879e-01   8.768409282e-01   1.429311586e+00   9.633573465e-01   2.392668933e+00   8.768409282e-01  -4.803206766e-01   3.716984676e-01   5.342142844e-01   9.059127520e-01   9.5273151831035274e-01  -4.9416026826065718e-13   4.316455915e-15   3.018983425e-01   5.342142844e-01   8.361126269e-01  -3.735900478e-13
 8.388052   5.075734936e-01   8.613211770e-01   1.437621733e+00   9.880005800e-01   2.425622313e+00   8.613211770e-01  -5.076162652e-01   3.798547824e-01   5.260675650e-01   9.059223474e-01   9.5273151831033431e-01  -5.1258997046943477e-13  -4.397800837e-15   3.018983425e-01   5.260675650e-01   8.279659075e-01  -4.094502515e-13
 8.419468   5.343733264e-01   8.449517068e-01   1.445339745e+00   1.012629395e+00   2.457969139e+00   8.449517068e-01  -5.344110307e-01   3.882990861e-01   5.176332226e-01   9.059323087e-01   9.5273151831032099e-01  -5.2591264676493665e-13   7.265560965e-16   3.018983425e-01   5.176332226e-01   8.195315651e-01  -4.292122213e-13
 8.450884   5.606458474e-01   8.277486679e-01   1.452482974e+00   1.037194497e+00   2.489677471e+00   8.277486679e-01  -5.606785396e-01   3.969980486e-01   5.089445521e-01   9.059426007e-01   9.5273151831032643e-01  -5.2047255394427339e-13  -3.473949245e-15   3.018983425e-01   5.089445521e-01   8.108428945e-01  -4.747313653e-13
 8.482300   5.863651381e-01   8.097290330e-01   1.459070095e+00   1.061645904e+00   2.520715999e+00   8.097290330e-01  -5.863928790e-01   4.059173363e-01   5.000358499e-01   9.059531862e-01   9.5273151831033354e-01  -5.1336712658667238e-13   7.944011658e-17   3.018983425e-01   5.000358499e-01   8.019341924e-01  -4.505285034e-13
 8.513716   6.115058256e-01   7.909105804e-01   1.465120980e+00   1.085933097e+00   2.551054078e+00   7.909105804e-01  -6.115286819e-01   4.150217476e-01   4.909422790e-01   9.059640267e-01   9.5273151831028258e-01  -5.6432636341696707e-13   3.067192638e-15   3.018983425e-01   4.909422790e-01   7.928406215e-01  -4.377609386e-13
 8.545132   6.360431082e-01   7.713118763e-01   1.470656582e+00   1.110005175e+00   2.580661757e+00   7.713118763e-01  -6.360611524e-01   4.242753521e-01   4.816997297e-01   9.059750819e-01   9.5273151831039449e-01  -4.5241588253475129e-13  -2.549827256e-15   3.018983425e-01   4.816997297e-01   7.835980722e-01  -4.864997294e-13
 8.576548   6.599527793e-01   7.509522568e-01   1.475698801e+00   1.133811008e+00   2.609509809e+00   7.509522568e-01  -6.599660902e-01   4.336416324e-01   4.723446779e-01   9.059863104e-01   9.5273151831046221e-01  -3.8469227803261674e-13  -4.062031532e-15   3.018983425e-01   4.723446779e-01   7.742430204e-01  -4.659606034e-13
 8.607964   6.832112515e-01   7.298518083e-01   1.480270359e+00   1.157299401e+00   2.637569760e+00   7.298518083e-01  -6.832199142e-01   4.430836284e-01   4.629140410e-01   9.059976694e-01   9.5273151831040948e-01  -4.3742787170231168e-13   2.504700534e-15   3.018983425e-01   4.629140410e-01   7.648123835e-01  -4.698463840e-13
 8.639380   7.057955798e-01   7.080313483e-01   1.484394666e+00   1.180419250e+00   2.664813915e+00   7.080313483e-01  -7.057996860e-01   4.525640831e-01   4.534450322e-01   9.060091152e-01   9.5273151831047442e-01  -3.7247982476174002e-13  -4.361827999e-15   3.018983425e-01   4.534450322e-01   7.553433746e-01  -4.301003997e-13
 8.670796   7.276834846e-01   6.855124044e-01   1.488095686e+00   1.203119705e+00   2.691215391e+00   6.855124044e-01  -7.276831325e-01   4.620455897e-01   4.439750135e-01   9.060206032e-01   9.5273151831041103e-01  -4.3587355946783646e-13   1.855913655e-15   3.018983425e-01   4.439750135e-01   7.458733560e-01  -4.787281682e-13
 8.702212   7.488533729e-01   6.623171931e-01   1.491397808e+00   1.225350328e+00   2.716748136e+00   6.623171931e-01  -7.488486677e-01   4.714907392e-01   4.345413486e-01   9.060320878e-01   9.5273151831041680e-01  -4.3010039973978564e-13   8.883638620e-16   3.018983425e-01   4.345413486e-01   7.364396911e-01  -4.914957330e-13
 8.733628   7.692843605e-01   6.384685983e-01   1.494325703e+00   1.247061256e+00   2.741386959e+00   6.384685983e-01  -7.692754140e-01   4.808622680e-01   4.251812551e-01   9.060435231e-01   9.5273151831048553e-01  -3.6137759451548845e-13  -1.052860208e-15   3.018983425e-01   4.251812551e-01   7.270795976e-01  -4.859446179e-13
 8.765044   7.889562920e-01   6.139901479e-01   1.496904197e+00   1.268203359e+00   2.765107555e+00   6.139901479e-01  -7.889432229e-01   4.901232048e-01   4.159316579e-01   9.060548628e-01   9.5273151831043934e-01  -4.0756287233989497e-13  -2.987416229e-16   3.018983425e-01   4.159316579e-01   7.178300004e-01  -5.265787806e-13
 8.796459   8.078497609e-01   5.889059914e-01   1.499158130e+00   1.288728397e+00   2.787886528e+00   5.889059914e-01  -8.078326947e-01   4.992370167e-01   4.068290438e-01   9.060660605e-01   9.5273151831072467e-01  -1.2223555501122974e-13  -4.781176729e-16   3.018983425e-01   4.068290438e-01   7.087273863e-01  -5.069278330e-13
 8.827875   8.259461285e-01   5.632408758e-01   1.501112232e+00   1.308589179e+00   2.809701411e+00   5.632408758e-01  -8.259251977e-01   5.081677526e-01   3.979093173e-01   9.060770699e-01   9.5273151831068781e-01  -1.5909495942878493e-13  -1.589696506e-15   3.018983425e-01   3.979093173e-01   6.998076597e-01  -4.750644322e-13
 8.859291   8.432275429e-01   5.370201209e-01   1.502790983e+00   1.327739710e+00   2.830530693e+00   5.370201209e-01  -8.432028864e-01   5.168801857e-01   3.892076592e-01   9.060878449e-01   9.5273151831071945e-01  -1.2745360322696797e-13   3.554827822e-16   3.018983425e-01   3.892076592e-01   6.911060017e-01  -5.710987239e-13
 8.890707   8.596769557e-01   5.102695947e-01   1.504218494e+00   1.346135344e+00   2.850353838e+00   5.102695947e-01  -8.596487195e-01   5.253399516e-01   3.807583885e-01   9.060983401e-01   9.5273151831072311e-01  -1.2378986724570495e-13   3.073007473e-15   3.018983425e-01   3.807583885e-01   6.826567310e-01  -5.309086504e-13
 8.922123   8.752781397e-01   4.830156877e-01   1.505418372e+00   1.363732930e+00   2.869151302e+00   4.830156877e-01  -8.752464760e-01   5.335136843e-01   3.725948265e-01   9.061085108e-01   9.5273151831071101e-01  -1.3589129821411916e-13  -3.917245978e-15   3.018983425e-01   3.725948265e-01   6.744931690e-01  -5.251354906e-13
 8.953539   8.900157042e-01   4.552852868e-01   1.506413605e+00   1.380490952e+00   2.886904557e+00   4.552852868e-01  -8.899807719e-01   5.413691473e-01   3.647491661e-01   9.061183134e-01   9.5273151831072611e-01  -1.2079226507921703e-13   2.382292996e-15   3.018983425e-01   3.647491661e-01   6.666475086e-01  -5.043743201e-13
 8.984955   9.038751108e-01   4.271057489e-01   1.507226443e+00   1.396369661e+00   2.903596104e+00   4.271057489e-01  -9.038370746e-01   5.488753606e-01   3.572523448e-01   9.061277054e-01   9.5273151831073999e-01  -1.0691447727140257e-13  -2.157347503e-15   3.018983425e-01   3.572523448e-01   6.591506873e-01  -5.166977957e-13
 9.016371   9.168426872e-01   3.985048741e-01   1.507878280e+00   1.411331215e+00   2.919209495e+00   3.985048741e-01  -9.168017180e-01   5.560027230e-01   3.501339231e-01   9.061366461e-01   9.5273151831075220e-01  -9.4702024000525853e-14   3.971784752e-16   3.018983425e-01   3.501339231e-01   6.520322656e-01  -5.718758800e-13
 9.047787   9.289056411e-01   3.695108777e-01   1.508389552e+00   1.425339792e+00   2.933729344e+00   3.695108777e-01  -9.288619152e-01   5.627231280e-01   3.434219681e-01   9.061450961e-01   9.5273151831060832e-01  -2.3858692799194614e-13  -2.412822886e-15   3.018983425e-01   3.434219681e-01   6.453203105e-01  -5.567768468e-13
 9.079203   9.400520723e-01   3.401523630e-01   1.508779628e+00   1.438361718e+00   2.947141345e+00   3.401523630e-01  -9.400057717e-01   5.690100754e-01   3.371429430e-01   9.061530184e-01   9.5273151831071790e-01  -1.2900791546144319e-13   4.068967192e-15   3.018983425e-01   3.371429430e-01   6.390412855e-01  -4.816147481e-13
 9.110619   9.502709851e-01   3.104582926e-01   1.509066714e+00   1.450365571e+00   2.959432286e+00   3.104582926e-01  -9.502222967e-01   5.748387746e-01   3.313216033e-01   9.061603779e-01   9.5273151831068037e-01  -1.6653345369377348e-13   8.770558311e-16   3.018983425e-01   3.313216033e-01   6.332199458e-01  -5.536682224e-13
 9.142035   9.595522987e-01   2.804579603e-01   1.509267766e+00   1.461322292e+00   2.970590058e+00   2.804579603e-01  -9.595014141e-01   5.801862429e-01   3.259808991e-01   9.061671420e-01   9.5273151831068559e-01  -1.6131540547803525e-13   1.410520465e-15   3.018983425e-01   3.259808991e-01   6.278792416e-01  -5.858646901e-13
 9.173451   9.678868573e-01   2.501809617e-01   1.509398398e+00   1.471205274e+00   2.980603671e+00   2.501809617e-01  -9.678339723e-01   5.850313957e-01   3.211418851e-01   9.061732808e-01   9.5273151831064429e-01  -2.0261570199409107e-13  -1.348915588e-15   3.018983425e-01   3.211418851e-01   6.230402276e-01  -5.516698209e-13
 9.204866   9.752664389e-01   2.196571655e-01   1.509472809e+00   1.479990454e+00   2.989463263e+00   2.196571655e-01  -9.752117534e-01   5.893551292e-01   3.168236377e-01   9.061787669e-01   9.5273151831063174e-01  -2.1516122217235534e-13  -2.697290188e-15   3.018983425e-01   3.168236377e-01   6.187219802e-01  -5.668798764e-13
 9.236282   9.816837639e-01   1.889166835e-01   1.509503714e+00   1.487656394e+00   2.997160108e+00   1.889166835e-01  -9.816274810e-01   5.931403961e-01   3.130431800e-01   9.061835761e-01   9.5273151831063563e-01  -2.1127544158616729e-13  -1.663749329e-15   3.018983425e-01   3.130431800e-01   6.149415224e-01  -5.825340210e-13
 9.267698   9.871325017e-01   1.579898416e-01   1.509502274e+00   1.494184351e+00   3.003686625e+00   1.579898416e-01  -9.870748277e-01   5.963722722e-01   3.098154149e-01   9.061876871e-01   9.5273151831063552e-01  -2.1138646388862981e-13   5.603727278e-15   3.018983425e-01   3.098154149e-01   6.117137574e-01  -5.696554339e-13
 9.299114   9.916072773e-01   1.269071490e-01   1.509478050e+00   1.499558338e+00   3.009036388e+00   1.269071490e-01  -9.915484210e-01   5.990380152e-01   3.071530668e-01   9.061910820e-01   9.5273151831059422e-01  -2.5268676040468563e-13   2.435026935e-15   3.018983425e-01   3.071530668e-01   6.090514093e-01  -5.336842079e-13
 9.330530   9.951036766e-01   9.569926912e-02   1.509438948e+00   1.503765181e+00   3.013204128e+00   9.569926912e-02  -9.950438487e-01   6.011271151e-01   3.050666311e-01   9.061937462e-01   9.5273151831066671e-01  -1.8018919689666291e-13  -1.638418960e-15   3.018983425e-01   3.050666311e-01   6.069649736e-01  -5.724309915e-13
 9.361946   9.976182506e-01   6.439698852e-02   1.509391184e+00   1.506794556e+00   3.016185741e+00   6.439698852e-02  -9.975576635e-01   6.026313351e-01   3.035643333e-01   9.061956684e-01   9.5273151831066749e-01  -1.7941204077942530e-13  -7.542167266e-16   3.018983425e-01   3.035643333e-01   6.054626758e-01  -5.534461778e-13
 9.393362   9.991485189e-01   3.303118697e-02   1.509339256e+00   1.508639034e+00   3.017978289e+00   3.303118697e-02  -9.990873861e-01   6.035447443e-01   3.026520967e-01   9.061968411e-01   9.5273151831067893e-01  -1.6797674362578618e-13  -1.845058124e-16   3.018983425e-01   3.026520967e-01   6.045504392e-01  -5.281330928e-13
 9.424778   9.996929720e-01   1.632806875e-03   1.509285913e+00   1.509294094e+00   3.018580007e+00   1.632806875e-03  -9.996315074e-01   6.038637411e-01   3.023335188e-01   9.061972599e-01   9.5273151831068814e-01  -1.5876189252139739e-13   3.877574877e-15   3.018983425e-01   3.023335188e-01   6.042318613e-01  -5.940803405e-13
 9.456194   9.992510731e-01  -2.976717720e-02   1.509232154e+00   1.508758148e+00   3.017990302e+00  -2.976717720e-02  -9.991894907e-01   6.035870669e-01   3.026098575e-01   9.061969244e-01   9.5273151831065428e-01  -1.9262369477246466e-13  -1.837300463e-16   3.018983425e-01   3.026098575e-01   6.045082000e-01  -5.850875340e-13
 9.487610   9.978232583e-01  -6.113778913e-02   1.509177212e+00   1.507032539e+00   3.016209751e+00  -6.113778913e-02  -9.977617716e-01   6.027158116e-01   3.034800261e-01   9.061958376e-01   9.5273151831063996e-01  -2.0694557179012918e-13  -3.673841108e-15   3.018983425e-01   3.034800261e-01   6.053783685e-01  -5.605516051e-13
 9.519026   9.954109365e-01  -9.244808173e-02   1.509118565e+00   1.504121542e+00   3.013240107e+00  -9.244808173e-02  -9.953497580e-01   6.012534090e-01   3.049405971e-01   9.061940061e-01   9.5273151831065495e-01  -1.9195756095768957e-13  -3.392929696e-15   3.018983425e-01   3.049405971e-01   6.068389396e-01  -5.565548022e-13
 9.550442   9.920164874e-01  -1.236671673e-01   1.509051947e+00   1.500032345e+00   3.009084291e+00  -1.236671673e-01  -9.919558282e-01   5.992056234e-01   3.069858164e-01   9.061914398e-01   9.5273151831064518e-01  -2.0172752357439094e-13  -3.270405073e-15   3.018983425e-01   3.069858164e-01   6.088841589e-01  -5.280220705e-13
 9.581858   9.876432601e-01  -1.547642481e-01   1.508971366e+00   1.494775028e+00   3.003746394e+00  -1.547642481e-01  -9.875833292e-01   5.965805270e-01   3.096076254e-01   9.061881524e-01   9.5273151831064662e-01  -2.0028423364237824e-13   8.775884822e-16   3.018983425e-01   3.096076254e-01   6.115059679e-01  -5.881961584e-13
